date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range
2019-02-25,07:50,Monday,DUNDAS WEST STATION,MUDD,6,8,W,BD,5091,Door Problems - Debris Related,43.3925,-79.27105,Bloor Danforth,February,5-9AM
2019-02-25,08:45,Monday,ST GEORGE BD STATION,PUSI,7,9,W,BD,5111,Signals or Related Components Failure ,43.6683,-79.3999,Bloor Danforth,February,5-9AM
2019-02-25,08:47,Monday,DUPONT STATION,EUATC,5,8,N,YU,5731,ATC RC&S Equipment,43.4029,-79.2425,Yonge University Spadina,February,5-9AM
2019-02-25,08:56,Monday,ST GEORGE BD STATION,PUSI,5,7,W,BD,5331,Signals or Related Components Failure ,43.6683,-79.3999,Bloor Danforth,February,5-9AM
2019-02-25,08:59,Monday,ROYAL YORK STATION,MUDD,10,12,E,BD,5014,Door Problems - Debris Related,43.3853,-79.3041,Bloor Danforth,February,5-9AM
2019-02-25,11:34,Monday,COLLEGE STATION,MUIR,14,17,N,YU,5486,Injured or ill Customer (On Train) - Medical Aid Refused,43.3941,-79.2259,Yonge University Spadina,February,9AM-12PM
2019-02-25,13:27,Monday,SHEPPARD WEST STATION,TUNIP,9,13,S,YU,5906,Operator Not In Position,43.7497,-79.4619,Yonge University Spadina,February,12-3PM
2019-02-25,16:45,Monday,SPADINA BD STATION,MUI,14,16,W,BD,5275,Injured or ill Customer (On Train) - Transported,43.4002,-79.2414,Bloor Danforth,February,3-6PM
2019-02-25,17:09,Monday,BROADVIEW STATION,EUDO,7,9,E,BD,5020,Door Problems - Faulty Equipment,43.4037,-79.213,Bloor Danforth,February,3-6PM
2019-02-25,17:19,Monday,YONGE BLOOR BD STATION,SUDP,4,6,W,BD,5022,Disorderly Patron,43.6706,-79.3865,Bloor Danforth,February,3-6PM
2019-02-25,18:31,Monday,OLD MILL STATION,MUPR1,107,109,E,BD,5340,Priority One - Train in Contact With Person,43.39,-79.2941,Bloor Danforth,February,6-9PM
2019-02-25,20:51,Monday,SHEPPARD-YONGE YUS STATION,SUDP,4,7,N,YU,5411,Disorderly Patron,43.762,-79.4119,Yonge University Spadina,February,6-9PM
2019-02-25,22:40,Monday,ST CLAIR STATION,EUVA,5,10,S,YU,5546,Warning Alarm Systems,43.4116,-79.2335,Yonge University Spadina,February,9PM-1:30AM
2019-02-26,01:20,Tuesday,YONGE BLOOR BD STATION,SUDP,3,7,W,BD,5068,Disorderly Patron,43.6706,-79.3865,Bloor Danforth,February,9PM-1:30AM
2019-02-26,06:06,Tuesday,ISLINGTON STATION,TUMVS,5,9,E,BD,5043,Operator Violated Signal,43.3843,-79.3128,Bloor Danforth,February,5-9AM
2019-02-26,07:19,Tuesday,YORK MILLS STATION,EUBK,3,5,N,YU,5951,Brakes,43.7449,-79.4067,Yonge University Spadina,February,5-9AM
2019-02-26,07:23,Tuesday,WOODBINE STATION,EUSC,9,11,E,BD,5211,Speed Control Equipment  ,43.4111,-79.1846,Bloor Danforth,February,5-9AM
2019-02-26,10:03,Tuesday,UNION STATION,PUSSW,6,9,S,YU,5536,Track Switch Failure - Signal Related Problem,43.6453,-79.3806,Yonge University Spadina,February,9AM-12PM
2019-02-26,11:08,Tuesday,SHEPPARD WEST STATION,TUNIP,4,7,N,YU,6076,Operator Not In Position,43.7497,-79.4619,Yonge University Spadina,February,9AM-12PM
2019-02-26,11:57,Tuesday,OLD MILL STATION,EUSC,4,6,E,BD,5167,Speed Control Equipment  ,43.39,-79.2941,Bloor Danforth,February,9AM-12PM
2019-02-26,12:28,Tuesday,SHEPPARD-YONGE YUS STATION,MUPAA,3,6,N,YU,6001,Passenger Assistance Alarm Activated - No Trouble Found,43.762,-79.4119,Yonge University Spadina,February,12-3PM
2019-02-26,15:44,Tuesday,DUNDAS WEST STATION,MUPAA,3,5,W,BD,5234,Passenger Assistance Alarm Activated - No Trouble Found,43.3925,-79.27105,Bloor Danforth,February,3-6PM
2019-02-26,16:20,Tuesday,VICTORIA PARK STATION,PUSTS,3,5,E,BD,5287,Signals - Train Stops,43.4142,-79.1719,Bloor Danforth,February,3-6PM
2019-02-26,17:22,Tuesday,DUNDAS STATION,MUIR,3,5,N,YU,5891,Injured or ill Customer (On Train) - Medical Aid Refused,43.6563,-79.3805,Yonge University Spadina,February,3-6PM
2019-02-26,18:34,Tuesday,LANSDOWNE STATION,MUIR,6,8,E,BD,5068,Injured or ill Customer (On Train) - Medical Aid Refused,43.3933,-79.2634,Bloor Danforth,February,6-9PM
2019-02-26,20:03,Tuesday,KENNEDY BD STATION,EUBO,3,6,W,BD,5055,Body,43.4357,-79.1549,Bloor Danforth,February,6-9PM
2019-02-26,20:11,Tuesday,JANE STATION,SUDP,3,6,E,BD,5141,Disorderly Patron,43.3859,-79.2902,Bloor Danforth,February,6-9PM
2019-02-26,20:16,Tuesday,SHEPPARD WEST STATION,MUATC,11,15,S,YU,5971,ATC Project,43.7497,-79.4619,Yonge University Spadina,February,6-9PM
2019-02-27,01:26,Wednesday,WARDEN STATION,PUSIS,3,8,W,BD,5034,Signals Track Weather Related,43.4241,-79.1647,Bloor Danforth,February,9PM-1:30AM
2019-02-27,01:27,Wednesday,PAPE STATION,MUWEA,5,10,E,BD,5137,Weather Reports / Related Delays,43.4048,-79.2042,Bloor Danforth,February,9PM-1:30AM
2019-02-27,05:53,Wednesday,ST GEORGE YUS STATION,PUTWZ,10,0,S,YU,5701,Work Zone Problems - Track,43.4005,-79.2359,Yonge University Spadina,February,5-9AM
2019-02-27,05:56,Wednesday,ST CLAIR WEST STATION,PUTWZ,5,0,S,YU,5926,Work Zone Problems - Track,43.4116,-79.2335,Yonge University Spadina,February,5-9AM
2019-02-27,06:02,Wednesday,YORKDALE STATION,SUDP,5,9,S,YU,6046,Disorderly Patron,43.7249,79.4488,Yonge University Spadina,February,5-9AM
2019-02-27,06:42,Wednesday,LAWRENCE EAST STATION,ERDO,4,9,N,SRT,3013,Door Problems - Faulty Equipment,43.4501,-79.1613,Scarborough Rail Transit,February,5-9AM
2019-02-27,07:00,Wednesday,WILSON STATION,EUTRD,3,5,S,YU,5746,TR Cab Doors,43°44?03,-79.27,Yonge University Spadina,February,5-9AM
2019-02-27,07:34,Wednesday,SUMMERHILL STATION,MUI,4,6,S,YU,6121,Injured or ill Customer (On Train) - Transported,43.4056,-79.2327,Yonge University Spadina,February,5-9AM
2019-02-27,08:15,Wednesday,SUMMERHILL STATION,MUIR,8,10,S,YU,6136,Injured or ill Customer (On Train) - Medical Aid Refused,43.4056,-79.2327,Yonge University Spadina,February,5-9AM
2019-02-27,09:08,Wednesday,CASTLE FRANK STATION,SUDP,4,6,W,BD,5053,Disorderly Patron,43.4025,-79.2208,Bloor Danforth,February,9AM-12PM
2019-02-27,09:42,Wednesday,KIPLING STATION,EUNT,3,5,E,BD,5039,Equipment - No Trouble Found,43.3814,-79.321,Bloor Danforth,February,9AM-12PM
2019-02-27,10:18,Wednesday,WELLESLEY STATION,EUNT,4,6,S,YU,5776,Equipment - No Trouble Found,43.3955,-79.2302,Yonge University Spadina,February,9AM-12PM
2019-02-27,10:24,Wednesday,COXWELL STATION,TUNIP,5,8,W,BD,5036,Operator Not In Position,43.4103,-79.1923,Bloor Danforth,February,9AM-12PM
2019-02-27,10:30,Wednesday,WILSON STATION,MUATC,6,8,S,YU,5481,ATC Project,43°44?03,-79.27,Yonge University Spadina,February,9AM-12PM
2019-02-27,11:02,Wednesday,ST GEORGE BD STATION,PUSTC,6,9,W,BD,5109,Signals - Track Circuit Problems,43.6683,-79.3999,Bloor Danforth,February,9AM-12PM
2019-02-27,11:35,Wednesday,COXWELL STATION,MUCL,5,8,W,BD,5367,Divisional Clerk Related,43.4103,-79.1923,Bloor Danforth,February,9AM-12PM
2019-02-27,12:51,Wednesday,YORK MILLS STATION,MUPAA,3,6,S,YU,5546,Passenger Assistance Alarm Activated - No Trouble Found,43.7449,-79.4067,Yonge University Spadina,February,12-3PM
2019-02-27,13:40,Wednesday,DAVISVILLE STATION,PUSIS,3,6,N,YU,5456,Signals Track Weather Related,43.4152,-79.235,Yonge University Spadina,February,12-3PM
2019-02-27,13:46,Wednesday,WELLESLEY STATION,SUDP,4,7,N,YU,5481,Disorderly Patron,43.3955,-79.2302,Yonge University Spadina,February,12-3PM
2019-02-27,14:01,Wednesday,HIGH PARK STATION,TUOS,4,7,E,BD,5344,Operator Overshot Platform,43.3914,-79.28,Bloor Danforth,February,12-3PM
2019-02-27,14:02,Wednesday,DAVISVILLE STATION,PUSIS,3,6,S,YU,6111,Signals Track Weather Related,43.4152,-79.235,Yonge University Spadina,February,12-3PM
2019-02-27,14:06,Wednesday,LAWRENCE STATION,SUDP,3,6,N,YU,5481,Disorderly Patron,43.433,-79.248,Yonge University Spadina,February,12-3PM
2019-02-27,14:13,Wednesday,DUFFERIN STATION,MUO,4,7,E,BD,5344,Miscellaneous Other,43.4514,-79.2842,Bloor Danforth,February,12-3PM
2019-02-27,14:19,Wednesday,ST GEORGE BD STATION,TUKEY,4,7,E,BD,5344,Two Drum Switch Keys Activated,43.6683,-79.3999,Bloor Danforth,February,12-3PM
2019-02-27,14:46,Wednesday,WARDEN STATION,PUSIS,3,6,E,BD,5344,Signals Track Weather Related,43.4241,-79.1647,Bloor Danforth,February,12-3PM
2019-02-27,15:28,Wednesday,DAVISVILLE STATION,PUSIS,3,6,N,YU,6046,Signals Track Weather Related,43.4152,-79.235,Yonge University Spadina,February,3-6PM
2019-02-27,16:19,Wednesday,WILSON STATION,MUATC,3,5,S,YU,5851,ATC Project,43°44?03,-79.27,Yonge University Spadina,February,3-6PM
2019-02-27,16:30,Wednesday,ST CLAIR STATION,TUOS,5,7,S,YU,5781,Operator Overshot Platform,43.4116,-79.2335,Yonge University Spadina,February,3-6PM
2019-02-27,16:39,Wednesday,YONGE BLOOR YUS STATION,MUTO,3,5,S,YU,5981,Misc. Transportation Other - Employee Non-Chargeable,43.4016,-79.2309,Yonge University Spadina,February,3-6PM
2019-02-27,16:57,Wednesday,HIGH PARK STATION,TUOS,3,5,E,BD,5127,Operator Overshot Platform,43.3914,-79.28,Bloor Danforth,February,3-6PM
2019-02-27,17:02,Wednesday,ISLINGTON STATION,PUSIS,3,5,W,BD,5109,Signals Track Weather Related,43.3843,-79.3128,Bloor Danforth,February,3-6PM
2019-02-27,17:08,Wednesday,ST GEORGE BD STATION,SUO,4,6,W,BD,5371,Passenger Other,43.6683,-79.3999,Bloor Danforth,February,3-6PM
2019-02-27,17:11,Wednesday,LANSDOWNE STATION,MUIR,22,24,W,BD,5036,Injured or ill Customer (On Train) - Medical Aid Refused,43.3933,-79.2634,Bloor Danforth,February,3-6PM
2019-02-27,18:13,Wednesday,KIPLING STATION,EUDO,3,5,E,BD,5233,Door Problems - Faulty Equipment,43.3814,-79.321,Bloor Danforth,February,6-9PM
2019-02-27,18:19,Wednesday,LAWRENCE STATION,TUMVS,5,7,N,YU,5551,Operator Violated Signal,43.433,-79.248,Yonge University Spadina,February,6-9PM
2019-02-27,18:24,Wednesday,VICTORIA PARK STATION,PUSIS,3,5,W,BD,5077,Signals Track Weather Related,43.4142,-79.1719,Bloor Danforth,February,6-9PM
2019-02-27,21:01,Wednesday,CASTLE FRANK STATION,SUAP,7,11,E,BD,5255,Assault / Patron Involved,43.4025,-79.2208,Bloor Danforth,February,9PM-1:30AM
2019-02-27,21:18,Wednesday,SHEPPARD WEST STATION,TUSUP,4,8,S,YU,6126,Supervisory Error,43.7497,-79.4619,Yonge University Spadina,February,9PM-1:30AM
2019-02-27,21:37,Wednesday,KENNEDY BD STATION,SUAP,5,10,E,BD,5255,Assault / Patron Involved,43.4357,-79.1549,Bloor Danforth,February,9PM-1:30AM
2019-02-27,23:05,Wednesday,DAVISVILLE STATION,PUSIS,5,10,N,YU,5836,Signals Track Weather Related,43.4152,-79.235,Yonge University Spadina,February,9PM-1:30AM
2019-02-27,23:52,Wednesday,LAWRENCE WEST STATION,SUDP,3,8,S,YU,5641,Disorderly Patron,?43.4257,-79.2639,Yonge University Spadina,February,9PM-1:30AM
2019-02-28,01:30,Thursday,KIPLING STATION,EUO,3,7,E,BD,5183,RC&S Other,43.3814,-79.321,Bloor Danforth,February,9PM-1:30AM
2019-02-28,06:00,Thursday,YONGE BLOOR YUS STATION,EUVE,17,0,N,YU,5641,Work Vehicle,43.4016,-79.2309,Yonge University Spadina,February,5-9AM
2019-02-28,06:33,Thursday,WARDEN STATION,PUSIS,4,7,W,BD,5082,Signals Track Weather Related,43.4241,-79.1647,Bloor Danforth,February,5-9AM
2019-02-28,07:10,Thursday,PAPE STATION,EUDO,6,9,W,BD,5336,Door Problems - Faulty Equipment,43.4048,-79.2042,Bloor Danforth,February,5-9AM
2019-02-28,07:36,Thursday,VICTORIA PARK STATION,MUDD,3,6,W,BD,5193,Door Problems - Debris Related,43.4142,-79.1719,Bloor Danforth,February,5-9AM
2019-02-28,07:42,Thursday,MAIN STREET STATION,MUDD,4,6,W,BD,5193,Door Problems - Debris Related,43.41205,-79.1806,Bloor Danforth,February,5-9AM
2019-02-28,08:04,Thursday,VICTORIA PARK STATION,PUSIS,3,5,E,BD,5277,Signals Track Weather Related,43.4142,-79.1719,Bloor Danforth,February,5-9AM
2019-02-28,08:22,Thursday,DAVISVILLE STATION,PUSIS,4,6,S,YU,5501,Signals Track Weather Related,43.4152,-79.235,Yonge University Spadina,February,5-9AM
2019-02-28,08:35,Thursday,ST PATRICK STATION,MUIR,4,6,S,YU,5901,Injured or ill Customer (On Train) - Medical Aid Refused,43.3917,-79.2318,Yonge University Spadina,February,5-9AM
2019-02-28,08:38,Thursday,BATHURST STATION,MUI,3,5,E,BD,5183,Injured or ill Customer (On Train) - Transported,43.3958,-79.244,Bloor Danforth,February,5-9AM
2019-02-28,09:00,Thursday,EGLINTON STATION,MUIR,8,10,S,YU,6041,Injured or ill Customer (On Train) - Medical Aid Refused,43.4221,-79.2354,Yonge University Spadina,February,9AM-12PM
2019-02-28,09:36,Thursday,PAPE STATION,SUO,4,7,W,BD,5311,Passenger Other,43.4048,-79.2042,Bloor Danforth,February,9AM-12PM
2019-02-28,09:46,Thursday,KENNEDY BD STATION,EUBO,3,5,W,BD,5007,Body,43.4357,-79.1549,Bloor Danforth,February,9AM-12PM
2019-02-28,11:19,Thursday,FINCH WEST STATION,MUIR,4,6,N,YU,6101,Injured or ill Customer (On Train) - Medical Aid Refused,43.465,-79.2453,Yonge University Spadina,February,9AM-12PM
2019-02-28,12:22,Thursday,BATHURST STATION,EUDO,3,6,E,BD,5285,Door Problems - Faulty Equipment,43.3958,-79.244,Bloor Danforth,February,12-3PM
2019-02-28,13:10,Thursday,JANE STATION,SUDP,4,7,E,BD,5026,Disorderly Patron,43.3859,-79.2902,Bloor Danforth,February,12-3PM
2019-02-28,13:27,Thursday,QUEEN'S PARK STATION,EUO,6,9,S,YU,5696,RC&S Other,43.3936,-79.2326,Yonge University Spadina,February,12-3PM
2019-02-28,14:20,Thursday,FINCH STATION,MUTO,3,6,N,YU,5771,Misc. Transportation Other - Employee Non-Chargeable,43.7814,-79.415,Yonge University Spadina,February,12-3PM
2019-02-28,14:20,Thursday,LESLIE STATION,TUMVS,5,10,W,SHP,6151,Operator Violated Signal,43.4617,-79.2155,Sheppard,February,12-3PM
2019-02-28,14:26,Thursday,ST GEORGE YUS STATION,MUIR,4,7,N,YU,5986,Injured or ill Customer (On Train) - Medical Aid Refused,43.4005,-79.2359,Yonge University Spadina,February,12-3PM
2019-02-28,15:01,Thursday,RUNNYMEDE STATION,MUPR1,130,133,W,BD,5165,Priority One - Train in Contact With Person,43.3906,-79.2833,Bloor Danforth,February,3-6PM
2019-02-28,15:35,Thursday,ROSEDALE STATION,TUOS,3,6,N,YU,5981,Operator Overshot Platform,43.4037,-79.232,Yonge University Spadina,February,3-6PM
2019-02-28,15:45,Thursday,WOODBINE STATION,MUI,10,12,E,BD,5072,Injured or ill Customer (On Train) - Transported,43.4111,-79.1846,Bloor Danforth,February,3-6PM
2019-02-28,16:13,Thursday,DUNDAS WEST STATION,EUDO,5,7,E,BD,5333,Door Problems - Faulty Equipment,43.3925,-79.27105,Bloor Danforth,February,3-6PM
2019-02-28,16:20,Thursday,EGLINTON WEST STATION,MUPAA,3,5,N,YU,5411,Passenger Assistance Alarm Activated - No Trouble Found,43.4157,-79.2609,Yonge University Spadina,February,3-6PM
2019-02-28,16:29,Thursday,VAUGHAN MC STATION,EUO,3,5,N,YU,5741,RC&S Other,43.4739,-79.3139,Yonge University Spadina,February,3-6PM
2019-02-28,16:41,Thursday,FINCH STATION,SUDP,3,5,N,YU,6066,Disorderly Patron,43.7814,-79.415,Yonge University Spadina,February,3-6PM
2019-02-28,17:35,Thursday,WILSON STATION,EUDO,3,5,S,YU,5391,Door Problems - Faulty Equipment,43°44?03,-79.27,Yonge University Spadina,February,3-6PM
2019-02-28,19:23,Thursday,ROYAL YORK STATION,PUSTC,3,6,E,BD,5043,Signals - Track Circuit Problems,43.3853,-79.3041,Bloor Danforth,February,6-9PM
2019-02-28,20:26,Thursday,OLD MILL STATION,MUI,35,38,W,BD,5082,Injured or ill Customer (On Train) - Transported,43.39,-79.2941,Bloor Danforth,February,6-9PM
2019-02-28,21:05,Thursday,HIGHWAY 407 STATION,MUO,4,7,N,YU,5586,Miscellaneous Other,43.4739,-79.3139,Yonge University Spadina,February,9PM-1:30AM
2019-02-28,21:07,Thursday,SHEPPARD WEST STATION,TUNIP,3,6,N,YU,5586,Operator Not In Position,43.7497,-79.4619,Yonge University Spadina,February,9PM-1:30AM
2019-02-28,21:16,Thursday,KENNEDY BD STATION,SUDP,5,9,W,BD,5362,Disorderly Patron,43.4357,-79.1549,Bloor Danforth,February,9PM-1:30AM
2019-02-28,23:18,Thursday,ST GEORGE YUS STATION,MUIR,4,9,S,YU,5856,Injured or ill Customer (On Train) - Medical Aid Refused,43.4005,-79.2359,Yonge University Spadina,February,9PM-1:30AM
2019-03-01,00:22,Friday,ISLINGTON STATION,SUO,4,9,W,BD,5241,Passenger Other,43.3843,-79.3128,Bloor Danforth,March,9PM-1:30AM
2019-03-01,06:25,Friday,CASTLE FRANK STATION,MUDD,3,7,W,BD,5091,Door Problems - Debris Related,43.4025,-79.2208,Bloor Danforth,March,5-9AM
2019-03-01,07:10,Friday,WILSON STATION,PUSSW,7,9,S,YU,5606,Track Switch Failure - Signal Related Problem,43°44?03,-79.27,Yonge University Spadina,March,5-9AM
2019-03-01,11:25,Friday,FINCH STATION,MUIR,3,6,N,YU,5731,Injured or ill Customer (On Train) - Medical Aid Refused,43.7814,-79.415,Yonge University Spadina,March,9AM-12PM
2019-03-01,12:29,Friday,MCCOWAN STATION,MRSAN,6,12,S,SRT,3018,Unsanitary Vehicle,43.4629,-79.1506,Scarborough Rail Transit,March,12-3PM
2019-03-01,13:32,Friday,ISLINGTON STATION,SUUT,13,16,E,BD,5026,Unauthorized at Track Level,43.3843,-79.3128,Bloor Danforth,March,12-3PM
2019-03-01,13:39,Friday,VAUGHAN MC STATION,MUI,3,6,N,YU,5871,Injured or ill Customer (On Train) - Transported,43.4739,-79.3139,Yonge University Spadina,March,12-3PM
2019-03-01,14:36,Friday,SHEPPARD WEST STATION,MUTO,3,6,N,YU,5681,Misc. Transportation Other - Employee Non-Chargeable,43.7497,-79.4619,Yonge University Spadina,March,12-3PM
2019-03-01,15:32,Friday,LAWRENCE EAST STATION,SRAP,21,26,S,SRT,3020,Assault / Patron Involved,43.4501,-79.1613,Scarborough Rail Transit,March,3-6PM
2019-03-01,16:03,Friday,CASTLE FRANK STATION,EUNT,6,8,E,BD,5220,Equipment - No Trouble Found,43.4025,-79.2208,Bloor Danforth,March,3-6PM
2019-03-01,17:06,Friday,BATHURST STATION,SUO,6,8,W,BD,5012,Passenger Other,43.3958,-79.244,Bloor Danforth,March,3-6PM
2019-03-01,18:45,Friday,ST GEORGE YUS STATION,MUIR,3,5,N,YU,5906,Injured or ill Customer (On Train) - Medical Aid Refused,43.4005,-79.2359,Yonge University Spadina,March,6-9PM
2019-03-01,18:48,Friday,FINCH STATION,MUSAN,3,5,S,YU,5671,Unsanitary Vehicle,43.7814,-79.415,Yonge University Spadina,March,6-9PM
2019-03-01,18:58,Friday,UNION STATION,SUUT,29,31,N,YU,6066,Unauthorized at Track Level,43.6453,-79.3806,Yonge University Spadina,March,6-9PM
2019-03-01,19:13,Friday,KENNEDY BD STATION,SUDP,3,6,W,BD,5317,Disorderly Patron,43.4357,-79.1549,Bloor Danforth,March,6-9PM
2019-03-01,20:04,Friday,YONGE BLOOR BD STATION,MUIR,4,7,W,BD,5053,Injured or ill Customer (On Train) - Medical Aid Refused,43.6706,-79.3865,Bloor Danforth,March,6-9PM
2019-03-01,20:54,Friday,LAWRENCE STATION,SUAP,7,10,N,YU,5951,Assault / Patron Involved,43.433,-79.248,Yonge University Spadina,March,6-9PM
2019-03-01,22:24,Friday,YONGE BLOOR YUS STATION,SUDP,3,6,S,YU,5841,Disorderly Patron,43.4016,-79.2309,Yonge University Spadina,March,9PM-1:30AM
2019-03-01,22:31,Friday,SUMMERHILL STATION,TUDOE,14,17,S,YU,5711,Doors Open in Error,43.4056,-79.2327,Yonge University Spadina,March,9PM-1:30AM
2019-03-01,22:47,Friday,VICTORIA PARK STATION,MUIR,4,7,E,BD,5222,Injured or ill Customer (On Train) - Medical Aid Refused,43.4142,-79.1719,Bloor Danforth,March,9PM-1:30AM
2019-03-01,22:48,Friday,ROSEDALE STATION,TUO,5,10,S,YU,5711,Transportation Department - Other,43.4037,-79.232,Yonge University Spadina,March,9PM-1:30AM
2019-03-01,23:24,Friday,SPADINA YUS STATION,EUNT,7,12,N,YU,5741,Equipment - No Trouble Found,43.4002,-79.2414,Yonge University Spadina,March,9PM-1:30AM
2019-03-02,00:22,Saturday,KENNEDY SRT STATION,MRPLB,82,87,N,SRT,3003,Fire/Smoke Plan B,43.7325,-79.2636,Scarborough Rail Transit,March,9PM-1:30AM
2019-03-02,00:44,Saturday,KENNEDY BD STATION,MUIR,5,10,W,BD,5150,Injured or ill Customer (On Train) - Medical Aid Refused,43.4357,-79.1549,Bloor Danforth,March,9PM-1:30AM
2019-03-02,05:49,Saturday,KENNEDY BD STATION,SUEAS,8,13,W,BD,5101,Emergency Alarm Station Activation,43.4357,-79.1549,Bloor Danforth,March,5-9AM
2019-03-02,06:08,Saturday,DAVISVILLE STATION,TUCC,5,10,N,YU,5976,Transit Control Related Problems,43.4152,-79.235,Yonge University Spadina,March,5-9AM
2019-03-02,06:31,Saturday,DUPONT STATION,MUATC,7,12,N,YU,5636,ATC Project,43.4029,-79.2425,Yonge University Spadina,March,5-9AM
2019-03-02,11:33,Saturday,SHEPPARD WEST STATION,TUNIP,6,10,N,YU,5396,Operator Not In Position,43.7497,-79.4619,Yonge University Spadina,March,9AM-12PM
2019-03-02,12:24,Saturday,QUEEN'S PARK STATION,TUOS,3,6,S,YU,5641,Operator Overshot Platform,43.3936,-79.2326,Yonge University Spadina,March,12-3PM
2019-03-02,15:35,Saturday,SCARB CTR STATION,SRBT,49,55,S,SRT,3014,Bomb Threat,#N/A,#N/A,Scarborough Rail Transit,March,3-6PM
2019-03-02,16:03,Saturday,SHEPPARD WEST STATION,MUI,7,11,S,YU,5661,Injured or ill Customer (On Train) - Transported,43.7497,-79.4619,Yonge University Spadina,March,3-6PM
2019-03-02,16:52,Saturday,CHRISTIE STATION,SUAP,22,26,W,BD,5034,Assault / Patron Involved,43.3951,-79.2506,Bloor Danforth,March,3-6PM
2019-03-02,18:16,Saturday,WARDEN STATION,PUSTC,4,8,W,BD,5086,Signals - Track Circuit Problems,43.4241,-79.1647,Bloor Danforth,March,6-9PM
2019-03-02,18:25,Saturday,CHRISTIE STATION,SUDP,4,8,W,BD,5082,Disorderly Patron,43.3951,-79.2506,Bloor Danforth,March,6-9PM
2019-03-02,19:37,Saturday,YONGE BLOOR YUS STATION,SUDP,3,8,N,YU,5566,Disorderly Patron,43.4016,-79.2309,Yonge University Spadina,March,6-9PM
2019-03-02,21:06,Saturday,MUSEUM STATION,SUUT,10,15,S,YU,5406,Unauthorized at Track Level,43.4002,-79.2337,Yonge University Spadina,March,9PM-1:30AM
2019-03-02,23:08,Saturday,SUMMERHILL STATION,SUO,7,12,N,YU,5761,Passenger Other,43.4056,-79.2327,Yonge University Spadina,March,9PM-1:30AM
2019-03-02,23:20,Saturday,DAVISVILLE STATION,SUO,4,9,N,YU,5761,Passenger Other,43.4152,-79.235,Yonge University Spadina,March,9PM-1:30AM
2019-03-02,23:21,Saturday,LAWRENCE STATION,MUO,6,11,N,YU,5796,Miscellaneous Other,43.433,-79.248,Yonge University Spadina,March,9PM-1:30AM
2019-03-03,10:52,Sunday,FINCH STATION,EUBO,5,10,S,YU,5791,Body,43.7814,-79.415,Yonge University Spadina,March,9AM-12PM
2019-03-03,12:46,Sunday,COXWELL STATION,TUNIP,3,7,E,BD,5291,Operator Not In Position,43.4103,-79.1923,Bloor Danforth,March,12-3PM
2019-03-03,15:23,Sunday,ISLINGTON STATION,EUNT,3,7,W,BD,5192,Equipment - No Trouble Found,43.3843,-79.3128,Bloor Danforth,March,3-6PM
2019-03-03,15:30,Sunday,KIPLING STATION,EUPI,4,8,E,BD,5141,Propulsion System,43.3814,-79.321,Bloor Danforth,March,3-6PM
2019-03-03,16:08,Sunday,COXWELL STATION,MUI,3,8,W,BD,5314,Injured or ill Customer (On Train) - Transported,43.4103,-79.1923,Bloor Danforth,March,3-6PM
2019-03-03,16:17,Sunday,DAVISVILLE STATION,MUI,4,8,S,YU,5551,Injured or ill Customer (On Train) - Transported,43.4152,-79.235,Yonge University Spadina,March,3-6PM
2019-03-03,18:09,Sunday,YORK UNIVERSITY STATIO,MUI,6,10,N,YU,6031,Injured or ill Customer (On Train) - Transported,43.7739,-79.4998,Yonge University Spadina,March,6-9PM
2019-03-03,18:41,Sunday,NORTH YORK CTR STATION,EUDO,4,8,S,YU,5621,Door Problems - Faulty Equipment,43.7615,-79.4111,Yonge University Spadina,March,6-9PM
2019-03-03,19:30,Sunday,DONLANDS STATION,SUDP,3,7,E,BD,5146,Disorderly Patron,43.681111,-79.337778,Bloor Danforth,March,6-9PM
2019-03-03,21:04,Sunday,VAUGHAN MC STATION,SUCOL,12,17,N,YU,5951,Collector Booth Alarm Activated,43.4739,-79.3139,Yonge University Spadina,March,9PM-1:30AM
2019-03-03,23:14,Sunday,SPADINA YUS STATION,MUPAA,4,9,N,YU,6071,Passenger Assistance Alarm Activated - No Trouble Found,43.4002,-79.2414,Yonge University Spadina,March,9PM-1:30AM
2019-03-04,06:00,Monday,GREENWOOD STATION,TUO,10,15,E,BD,5206,Transportation Department - Other,43.4057,-79.1949,Bloor Danforth,March,5-9AM
2019-03-04,06:22,Monday,SHEPPARD WEST STATION,MUATC,12,16,N,YU,5531,ATC Project,43.7497,-79.4619,Yonge University Spadina,March,5-9AM
2019-03-04,06:25,Monday,KENNEDY BD STATION,MUNOA,3,5,W,BD,5242,No Operator Immediately Available - Not E.S.A. Related ,43.4357,-79.1549,Bloor Danforth,March,5-9AM
2019-03-04,06:30,Monday,KENNEDY BD STATION,TUKEY,3,5,W,BD,5005,Two Drum Switch Keys Activated,43.4357,-79.1549,Bloor Danforth,March,5-9AM
2019-03-04,08:38,Monday,LAWRENCE EAST STATION,MRTO,5,10,N,SRT,3023,Timeout,43.4501,-79.1613,Scarborough Rail Transit,March,5-9AM
2019-03-04,09:54,Monday,BESSARION STATION,MUI,14,19,W,SHP,6151,Injured or ill Customer (On Train) - Transported,43.4609,-79.2235,Sheppard,March,9AM-12PM
